CustomerID,Country,PredictedCLV
16713.0,United Kingdom,13758.44210000001
15502.0,United Kingdom,13688.963894523815
14607.0,United Kingdom,13688.963894523815
15719.0,United Kingdom,13637.489033333339
13590.0,United Kingdom,13601.500576190476
17381.0,United Kingdom,13548.202200000005
14769.0,United Kingdom,13476.835788333334
18041.0,United Kingdom,13435.168099999992
18109.0,United Kingdom,13316.997799999997
14180.0,United Kingdom,13300.022449999997
15808.0,United Kingdom,13155.903700000006
15738.0,United Kingdom,13083.109740000009
12583.0,France,12974.522750000004
16923.0,United Kingdom,12949.490399999986
12843.0,United Kingdom,12898.056719523802
14849.0,United Kingdom,12897.103015
12437.0,France,12888.987899999998
16033.0,United Kingdom,12739.614849999996
16814.0,United Kingdom,12714.072399999988
14590.0,United Kingdom,12618.06949999999
15093.0,United Kingdom,12604.8233845238
12678.0,France,12581.4818
12433.0,Norway,12540.8849
17611.0,United Kingdom,12531.06861333333
14110.0,United Kingdom,12531.06861333333
16523.0,United Kingdom,12468.583278333343
13969.0,United Kingdom,12445.5432
18092.0,United Kingdom,12410.300246666651
14543.0,United Kingdom,12405.717499999995
16701.0,United Kingdom,12325.232422023812
12357.0,Switzerland,12068.969929999997
17589.0,United Kingdom,12052.640033333324
15194.0,United Kingdom,12031.232493333342
12989.0,United Kingdom,12031.232493333342
13178.0,United Kingdom,12013.025666666674
15044.0,United Kingdom,11917.274165000003
14936.0,Channel Islands,11815.750699999991
14755.0,United Kingdom,11794.176266666651
14258.0,United Kingdom,11787.044086666676
13148.0,United Kingdom,11764.603599999995
12949.0,United Kingdom,11759.503299999998
14299.0,United Kingdom,11679.90860000001
15382.0,United Kingdom,11651.433816666666
13013.0,United Kingdom,11635.340630000013
17364.0,United Kingdom,11635.340630000013
13999.0,United Kingdom,11576.47154166667
14688.0,United Kingdom,11571.036172023805
13267.0,United Kingdom,11518.609799999998
12980.0,United Kingdom,11493.144199999995
12523.0,France,11442.632140476197
15523.0,United Kingdom,11442.2702
12901.0,United Kingdom,11425.079066666669
13018.0,United Kingdom,11368.396150000013
17107.0,United Kingdom,11359.787398333321
14422.0,United Kingdom,11304.255400000007
16954.0,United Kingdom,11304.255400000007
13854.0,United Kingdom,11295.397024999986
16316.0,United Kingdom,11186.725366666664
15555.0,United Kingdom,11137.496429999994
13004.0,United Kingdom,11137.496429999994
14739.0,United Kingdom,11135.771747619041
12705.0,Germany,11028.640375
13629.0,United Kingdom,11021.783499999996
14505.0,United Kingdom,11009.69452166668
16353.0,United Kingdom,10981.245666666679
16782.0,United Kingdom,10956.371964999991
15867.0,United Kingdom,10888.388198333325
14112.0,United Kingdom,10804.26107714286
17716.0,United Kingdom,10804.26107714286
18087.0,United Kingdom,10774.520299999998
16873.0,United Kingdom,10773.423222857155
12683.0,France,10753.718493333328
15298.0,United Kingdom,10681.279911309523
13769.0,United Kingdom,10681.279911309523
17735.0,United Kingdom,10681.279911309523
12714.0,France,10676.633799999992
12490.0,France,10670.78632
15218.0,United Kingdom,10638.317850000001
16945.0,United Kingdom,10628.451775000005
14709.0,United Kingdom,10615.878258333327
17068.0,United Kingdom,10583.922129999994
12525.0,France,10571.975200000004
14049.0,United Kingdom,10549.195375000018
16626.0,United Kingdom,10516.408086666663
15755.0,United Kingdom,10516.408086666663
13993.0,United Kingdom,10460.067400000005
12668.0,Germany,10450.482899999997
17338.0,United Kingdom,10396.805999999986
18229.0,United Kingdom,10390.739199999993
12744.0,Singapore,10228.156946666672
15144.0,United Kingdom,10210.775166666674
17696.0,United Kingdom,10173.950650000006
13668.0,United Kingdom,10130.909999999996
17049.0,United Kingdom,10124.936645000014
15953.0,United Kingdom,10114.443375000003
16327.0,United Kingdom,10105.418813333343
12524.0,Germany,10093.451346666656
13952.0,United Kingdom,10082.808409999983
12727.0,France,10024.0446
12755.0,Japan,10017.69609999999
17576.0,United Kingdom,10012.458924999999
15874.0,United Kingdom,9909.695550000002
17404.0,Sweden,9899.49319333333
12451.0,Switzerland,9870.905850000012
14442.0,Channel Islands,9841.285400000008
15981.0,United Kingdom,9811.703025714272
15581.0,United Kingdom,9803.922800000011
14944.0,United Kingdom,9766.369100000005
13316.0,United Kingdom,9696.446712857158
17017.0,United Kingdom,9656.793333333342
15032.0,United Kingdom,9629.56250000001
14733.0,United Kingdom,9573.247511666654
13971.0,United Kingdom,9573.247511666654
14796.0,United Kingdom,9565.975558690476
13263.0,United Kingdom,9565.975558690476
16401.0,United Kingdom,9565.975558690476
12839.0,United Kingdom,9563.347566666653
15547.0,United Kingdom,9561.401140000004
15955.0,United Kingdom,9487.956199999995
12720.0,Germany,9470.533200000007
12435.0,Denmark,9457.235300000015
17306.0,United Kingdom,9413.394476666675
13883.0,United Kingdom,9406.826061666663
14415.0,United Kingdom,9373.966941666662
14702.0,United Kingdom,9373.966941666662
14217.0,United Kingdom,9363.237773333332
12539.0,Spain,9358.111165000006
12431.0,Belgium,9282.697200000011
15290.0,United Kingdom,9260.32123333332
15971.0,United Kingdom,9233.812099999988
14895.0,United Kingdom,9202.953049999993
17809.0,United Kingdom,9192.769231666658
15482.0,United Kingdom,9192.769231666658
17975.0,United Kingdom,9165.941899999994
15750.0,United Kingdom,9149.18668976191
14426.0,United Kingdom,9133.109705000008
12747.0,United Kingdom,9112.977173333331
13576.0,United Kingdom,9102.337850000004
15611.0,United Kingdom,9102.337850000004
12557.0,Spain,9082.63455833333
12421.0,Spain,9082.63455833333
15046.0,United Kingdom,9082.463816666666
14329.0,United Kingdom,9082.463816666666
17644.0,United Kingdom,9030.8223347619
14016.0,EIRE,9004.944220000008
13082.0,United Kingdom,8952.876610000008
13458.0,United Kingdom,8939.954516666667
12779.0,Poland,8877.835500000001
16722.0,United Kingdom,8876.213999999993
16985.0,United Kingdom,8876.213999999993
18260.0,United Kingdom,8816.269699999992
17139.0,United Kingdom,8805.305328333334
14159.0,United Kingdom,8747.022199999994
12841.0,United Kingdom,8723.811825
16550.0,United Kingdom,8675.270310000004
13327.0,United Kingdom,8671.443500000014
14060.0,United Kingdom,8670.208150000004
12569.0,Germany,8625.587799999998
12766.0,Portugal,8611.252679999996
16746.0,United Kingdom,8586.69049999999
14525.0,United Kingdom,8584.203833333348
17238.0,United Kingdom,8556.740446666658
15984.0,United Kingdom,8556.740446666658
13715.0,United Kingdom,8544.996999999994
14907.0,United Kingdom,8519.451749047616
15023.0,United Kingdom,8519.451749047616
17091.0,United Kingdom,8519.451749047616
17730.0,United Kingdom,8519.451749047616
14292.0,United Kingdom,8508.921953333333
14092.0,United Kingdom,8508.921953333333
17231.0,United Kingdom,8502.002108333318
16255.0,United Kingdom,8499.333100000002
13448.0,United Kingdom,8499.333100000002
16919.0,United Kingdom,8475.286599999992
16984.0,United Kingdom,8465.603733333337
13269.0,United Kingdom,8461.86839333334
16258.0,United Kingdom,8435.769900000003
12626.0,Germany,8400.279999999995
16743.0,United Kingdom,8395.392885000005
16126.0,United Kingdom,8395.392885000005
15570.0,United Kingdom,8361.550046666664
16103.0,United Kingdom,8361.550046666664
15296.0,United Kingdom,8319.45183333334
14056.0,United Kingdom,8312.27474309524
15898.0,United Kingdom,8312.27474309524
15694.0,United Kingdom,8312.27474309524
13027.0,United Kingdom,8246.128499999999
15249.0,United Kingdom,8240.195700000004
16011.0,United Kingdom,8210.050373333339
15673.0,United Kingdom,8205.000083333327
13802.0,United Kingdom,8173.915700000005
15260.0,United Kingdom,8140.734340000003
14560.0,United Kingdom,8139.004824999986
13266.0,United Kingdom,8130.530666666671
12481.0,Germany,8120.781799999994
16145.0,United Kingdom,8115.071773333324
17160.0,United Kingdom,8105.820174999993
13871.0,United Kingdom,8098.249166666658
18144.0,United Kingdom,8056.698864999989
14367.0,United Kingdom,8056.698864999989
15785.0,United Kingdom,8032.874799999987
16186.0,United Kingdom,8011.073300000001
16556.0,United Kingdom,7955.760960000005
13324.0,United Kingdom,7942.711300000001
17085.0,United Kingdom,7934.189909999997
14030.0,United Kingdom,7874.508844999997
12712.0,Germany,7829.297200000001
15518.0,United Kingdom,7829.121463333344
13539.0,United Kingdom,7828.191666666659
17228.0,United Kingdom,7816.661063095237
13588.0,United Kingdom,7816.661063095237
17133.0,United Kingdom,7816.661063095237
12483.0,Sweden,7808.120066666664
13162.0,United Kingdom,7805.100499999991
17861.0,United Kingdom,7798.343266666667
14045.0,United Kingdom,7797.968199999991
17965.0,United Kingdom,7758.206100000015
12576.0,Poland,7737.590800000003
16131.0,United Kingdom,7712.133066666671
15521.0,United Kingdom,7710.198899999992
12359.0,Cyprus,7705.616766666673
14057.0,United Kingdom,7683.319300000011
13209.0,United Kingdom,7676.062720000013
16458.0,United Kingdom,7642.218683333327
15622.0,United Kingdom,7642.218683333327
12662.0,Germany,7613.283600000007
14105.0,United Kingdom,7591.41906666666
15281.0,United Kingdom,7588.016199999999
12500.0,Germany,7535.709475000011
12758.0,Portugal,7525.656700000001
13842.0,United Kingdom,7520.978133333326
14828.0,United Kingdom,7518.9879099999935
18231.0,United Kingdom,7498.808300000003
17230.0,United Kingdom,7465.8939
12656.0,France,7456.487100000012
13426.0,United Kingdom,7448.262540000005
13488.0,United Kingdom,7420.830250000002
15998.0,United Kingdom,7405.636300000006
17157.0,United Kingdom,7401.767599999996
16393.0,United Kingdom,7400.114015476191
16670.0,United Kingdom,7377.315833333335
12600.0,Germany,7340.861
14239.0,United Kingdom,7328.5922999999975
16745.0,United Kingdom,7327.996199999991
15270.0,United Kingdom,7324.984143333328
17640.0,United Kingdom,7324.903399999998
18094.0,United Kingdom,7318.002899999998
16170.0,United Kingdom,7285.912500000005
16729.0,United Kingdom,7253.300899999993
13394.0,United Kingdom,7240.316842222223
14395.0,United Kingdom,7240.316842222223
13784.0,United Kingdom,7238.386874999993
15903.0,United Kingdom,7238.386874999993
12935.0,United Kingdom,7236.50785333333
14748.0,United Kingdom,7234.837480000004
14175.0,United Kingdom,7215.9243999999935
12415.0,Australia,7205.0579000000025
14388.0,United Kingdom,7175.353830000003
16717.0,United Kingdom,7175.353830000003
12951.0,United Kingdom,7175.353830000003
17071.0,United Kingdom,7175.353830000003
18283.0,United Kingdom,7158.678811666675
13709.0,United Kingdom,7158.678811666675
13983.0,United Kingdom,7145.3413199999995
15514.0,United Kingdom,7106.278191666673
17739.0,United Kingdom,7106.278191666673
17799.0,United Kingdom,7094.418616666674
12380.0,Belgium,7089.364500000001
14800.0,United Kingdom,7084.952166666668
16709.0,United Kingdom,7034.787916666664
14177.0,United Kingdom,7034.787916666664
17314.0,United Kingdom,7019.521218333336
13735.0,United Kingdom,7019.521218333336
15939.0,United Kingdom,7019.280660000006
14209.0,United Kingdom,7007.155223333331
18245.0,United Kingdom,6985.139424999998
17858.0,United Kingdom,6958.336000000005
18065.0,United Kingdom,6958.336000000005
18061.0,United Kingdom,6937.675249999991
13136.0,United Kingdom,6922.5238
12676.0,Sweden,6921.335399999999
17940.0,United Kingdom,6916.054716666671
17690.0,United Kingdom,6893.073899999992
18139.0,United Kingdom,6892.318359999988
17769.0,United Kingdom,6877.347343333336
17412.0,United Kingdom,6863.122239999998
18219.0,United Kingdom,6863.122239999998
13815.0,Germany,6852.694599999999
15544.0,United Kingdom,6837.023299999998
16156.0,United Kingdom,6837.023299999998
13021.0,United Kingdom,6817.047695952381
13985.0,United Kingdom,6817.047695952381
15309.0,United Kingdom,6802.295099999999
16497.0,United Kingdom,6784.105166666668
15129.0,United Kingdom,6784.105166666668
13230.0,United Kingdom,6753.042855714278
14113.0,United Kingdom,6753.042855714278
17280.0,United Kingdom,6731.583736825396
13687.0,United Kingdom,6731.583736825396
15616.0,United Kingdom,6731.583736825396
12567.0,France,6694.247899999996
12778.0,Netherlands,6689.118025000001
12590.0,Germany,6670.382799999995
16710.0,United Kingdom,6667.952433333337
13141.0,United Kingdom,6663.9141400000035
15796.0,United Kingdom,6649.640700000002
13890.0,United Kingdom,6649.640700000002
14562.0,United Kingdom,6643.113933333323
12823.0,United Kingdom,6607.418299999996
14401.0,United Kingdom,6602.920154285723
12428.0,Finland,6573.519399999998
14852.0,United Kingdom,6536.744400000003
12615.0,France,6519.324800000003
12423.0,Denmark,6491.356299999999
15674.0,United Kingdom,6465.579699999993
12422.0,Australia,6454.533799999993
16607.0,United Kingdom,6443.74915
17504.0,United Kingdom,6414.708800000001
17651.0,United Kingdom,6399.941866666672
12625.0,Germany,6394.3447666666625
13552.0,United Kingdom,6365.516390000003
16652.0,United Kingdom,6353.882400000001
14291.0,United Kingdom,6337.576068452381
13756.0,United Kingdom,6337.576068452381
14032.0,United Kingdom,6337.576068452381
14135.0,United Kingdom,6337.576068452381
14189.0,United Kingdom,6337.576068452381
17539.0,United Kingdom,6310.570399999986
12867.0,United Kingdom,6300.00825833333
13381.0,United Kingdom,6278.743716666674
14841.0,United Kingdom,6243.647380952375
13015.0,United Kingdom,6243.647380952375
14732.0,United Kingdom,6233.34086666667
14286.0,United Kingdom,6212.395496666668
13659.0,United Kingdom,6208.7260700000015
17220.0,United Kingdom,6173.781066666668
17396.0,United Kingdom,6164.4342999999935
12783.0,Portugal,6161.812091666665
14530.0,United Kingdom,6149.926170000005
15179.0,United Kingdom,6127.163161666662
13317.0,United Kingdom,6093.6630600000035
14745.0,United Kingdom,6056.457624999998
13520.0,Switzerland,6035.756566666673
15152.0,United Kingdom,6017.251773333331
14390.0,United Kingdom,6017.251773333331
16187.0,United Kingdom,6010.331604999998
15373.0,United Kingdom,6003.7524823809545
16242.0,United Kingdom,6003.7524823809545
18077.0,United Kingdom,6003.7524823809545
13183.0,United Kingdom,6003.7524823809545
14227.0,United Kingdom,6000.5395633333355
14160.0,United Kingdom,5986.768399999989
14221.0,United Kingdom,5975.915600000003
12664.0,Finland,5950.505699999998
15187.0,United Kingdom,5944.043860000002
17602.0,United Kingdom,5944.043860000002
13870.0,United Kingdom,5944.043860000002
17802.0,United Kingdom,5915.462300000003
12708.0,Germany,5882.829499999993
17001.0,United Kingdom,5881.752074999999
14441.0,United Kingdom,5881.752074999999
15804.0,United Kingdom,5881.752074999999
12782.0,Portugal,5878.974949999996
18075.0,United Kingdom,5871.155959999996
15749.0,United Kingdom,5869.882618769845
14326.0,United Kingdom,5869.882618769845
14672.0,United Kingdom,5869.882618769845
16217.0,United Kingdom,5869.882618769845
13571.0,United Kingdom,5866.101499999993
15321.0,United Kingdom,5856.620600000007
13206.0,United Kingdom,5851.016320000001
17672.0,United Kingdom,5843.097848253973
15791.0,United Kingdom,5843.097848253973
15786.0,United Kingdom,5843.097848253973
16992.0,United Kingdom,5831.349823333327
13758.0,United Kingdom,5828.493370000003
16094.0,United Kingdom,5828.493370000003
15980.0,United Kingdom,5793.564783333342
16209.0,United Kingdom,5793.564783333342
12484.0,Spain,5787.267599999996
14867.0,United Kingdom,5781.227200000006
14064.0,United Kingdom,5775.559300000002
13654.0,United Kingdom,5768.479264166666
14004.0,United Kingdom,5768.479264166666
13953.0,United Kingdom,5765.556766666668
15079.0,United Kingdom,5755.101539999999
15015.0,United Kingdom,5746.063600000002
13831.0,United Kingdom,5744.314716666671
17422.0,United Kingdom,5744.314716666671
15299.0,United Kingdom,5713.971700000002
16732.0,United Kingdom,5676.226177619043
16253.0,United Kingdom,5676.226177619043
12362.0,Belgium,5661.633875
13115.0,United Kingdom,5659.651603333332
17063.0,United Kingdom,5659.651603333332
14243.0,United Kingdom,5659.651603333332
17188.0,United Kingdom,5649.990873333329
13137.0,United Kingdom,5649.990873333329
15271.0,United Kingdom,5641.826616666662
17402.0,United Kingdom,5639.054093333332
17954.0,United Kingdom,5639.054093333332
14099.0,United Kingdom,5627.505445000002
17469.0,United Kingdom,5627.505445000002
12613.0,Germany,5627.1059
12836.0,United Kingdom,5620.632499999993
17069.0,United Kingdom,5618.854800000001
15628.0,United Kingdom,5604.715789999993
14878.0,United Kingdom,5598.19289999999
14676.0,United Kingdom,5578.303189999997
13695.0,United Kingdom,5578.303189999997
16767.0,United Kingdom,5578.303189999997
18051.0,United Kingdom,5568.172499999994
17873.0,United Kingdom,5535.4203000000025
12429.0,Denmark,5507.995300000002
13634.0,United Kingdom,5507.45623
12598.0,France,5497.224839999998
13869.0,United Kingdom,5496.17348
14211.0,United Kingdom,5492.962400000001
17372.0,United Kingdom,5489.254900000001
18178.0,United Kingdom,5488.877684999997
17287.0,United Kingdom,5483.22906333334
17663.0,United Kingdom,5483.22906333334
15901.0,United Kingdom,5478.364818333329
14047.0,United Kingdom,5460.470917857143
16293.0,United Kingdom,5460.470917857143
17612.0,United Kingdom,5457.909306666674
13658.0,United Kingdom,5450.468480714286
15394.0,United Kingdom,5450.468480714286
14963.0,United Kingdom,5450.468480714286
16182.0,United Kingdom,5447.655650000003
15030.0,United Kingdom,5447.655650000003
13477.0,United Kingdom,5446.033249999997
14210.0,United Kingdom,5403.260100000001
13092.0,United Kingdom,5400.731300000001
17848.0,United Kingdom,5400.281640000004
16835.0,United Kingdom,5398.671900000002
15854.0,United Kingdom,5393.727148333334
12957.0,United Kingdom,5393.727148333334
18198.0,United Kingdom,5393.727148333334
16904.0,United Kingdom,5393.727148333334
12913.0,United Kingdom,5389.570367142852
12395.0,Belgium,5379.387399999998
15410.0,United Kingdom,5373.261999999991
14456.0,United Kingdom,5350.386214047617
16791.0,United Kingdom,5347.0977749999975
13117.0,United Kingdom,5330.871299999992
15696.0,United Kingdom,5326.10029999999
14825.0,United Kingdom,5321.697316666676
17346.0,United Kingdom,5321.697316666676
14713.0,United Kingdom,5318.06938499999
17090.0,United Kingdom,5291.629799047617
17593.0,United Kingdom,5291.629799047617
15122.0,United Kingdom,5286.029199999999
17059.0,United Kingdom,5284.759100000001
16003.0,United Kingdom,5284.759100000001
17146.0,United Kingdom,5283.414624999996
13911.0,United Kingdom,5279.976199999993
13813.0,Germany,5273.4057999999995
13451.0,United Kingdom,5255.17255
18069.0,United Kingdom,5255.17255
18008.0,United Kingdom,5248.242440000009
17442.0,United Kingdom,5237.370466666674
17097.0,Spain,5234.89205333334
16672.0,United Kingdom,5220.4654750793625
16912.0,United Kingdom,5210.3587999999945
14898.0,United Kingdom,5210.3587999999945
16218.0,United Kingdom,5210.085099999991
17969.0,United Kingdom,5208.242600000003
12356.0,Portugal,5201.495499999995
15253.0,United Kingdom,5198.939390952382
13174.0,United Kingdom,5198.939390952382
13615.0,United Kingdom,5190.082099999996
17213.0,United Kingdom,5179.780533333331
17819.0,United Kingdom,5174.00129999999
13931.0,United Kingdom,5162.97790000001
12406.0,Denmark,5145.812200000008
17457.0,United Kingdom,5143.058766666673
18168.0,United Kingdom,5118.106299999997
13875.0,United Kingdom,5108.431400952377
12454.0,Spain,5101.761183333339
12553.0,France,5100.046600000004
14648.0,United Kingdom,5092.528600000006
14701.0,United Kingdom,5089.199433333334
17719.0,United Kingdom,5088.979899999993
16735.0,United Kingdom,5076.363920000006
16326.0,United Kingdom,5067.993466666663
17519.0,United Kingdom,5059.415558333329
17700.0,United Kingdom,5059.415558333329
12530.0,Germany,5045.4133
17867.0,United Kingdom,5022.400699999998
13995.0,United Kingdom,5014.542266666671
17838.0,United Kingdom,5012.260591666664
17211.0,United Kingdom,5012.260591666664
14882.0,United Kingdom,5012.260591666664
12757.0,Portugal,4987.681500000005
14341.0,United Kingdom,4979.407606666661
15240.0,United Kingdom,4979.407606666661
14918.0,United Kingdom,4971.299135714286
15002.0,United Kingdom,4971.299135714286
17409.0,United Kingdom,4967.988366666669
12449.0,Denmark,4966.534300000007
12456.0,Switzerland,4966.318786666665
16292.0,United Kingdom,4960.334700000002
16931.0,United Kingdom,4958.308875
16928.0,United Kingdom,4956.5146200000045
13975.0,United Kingdom,4952.816089999996
13110.0,United Kingdom,4952.816089999996
12452.0,Switzerland,4929.271013095232
15065.0,United Kingdom,4925.185654523808
12830.0,United Kingdom,4925.185654523808
16308.0,United Kingdom,4925.185654523808
14145.0,United Kingdom,4924.497383333331
17512.0,United Kingdom,4903.231500000003
15332.0,Lithuania,4901.539399999997
15059.0,United Kingdom,4897.760999999998
17191.0,United Kingdom,4877.166558333335
13557.0,United Kingdom,4877.166558333335
15764.0,United Kingdom,4876.451299999997
15965.0,United Kingdom,4875.744765238095
17685.0,United Kingdom,4875.744765238095
14334.0,United Kingdom,4875.744765238095
15150.0,United Kingdom,4875.744765238095
13742.0,United Kingdom,4875.744765238095
16660.0,United Kingdom,4873.570332857141
18257.0,United Kingdom,4873.371699999992
16241.0,United Kingdom,4856.632078333333
15024.0,United Kingdom,4856.632078333333
14573.0,United Kingdom,4843.450885000005
17426.0,United Kingdom,4840.339929999998
17659.0,United Kingdom,4840.339929999998
16057.0,United Kingdom,4840.339929999998
12775.0,Netherlands,4833.130516666661
17491.0,United Kingdom,4825.789485000001
13491.0,United Kingdom,4824.825599999998
12573.0,France,4815.200599999997
14154.0,United Kingdom,4807.688199999992
16712.0,United Kingdom,4803.391755436507
14146.0,United Kingdom,4803.391755436507
15380.0,United Kingdom,4803.391755436507
15712.0,United Kingdom,4803.391755436507
13824.0,United Kingdom,4801.144149999994
16986.0,United Kingdom,4798.499316666667
13329.0,United Kingdom,4791.246550000002
16008.0,United Kingdom,4780.622250000004
14307.0,United Kingdom,4755.031850000006
12384.0,Switzerland,4753.786036111103
14482.0,United Kingdom,4744.810718214286
16128.0,United Kingdom,4744.810718214286
15845.0,United Kingdom,4744.810718214286
13246.0,United Kingdom,4744.810718214286
16655.0,United Kingdom,4744.810718214286
14081.0,United Kingdom,4736.923799999993
13722.0,United Kingdom,4732.860623333328
14855.0,United Kingdom,4722.008199999993
12444.0,Norway,4711.9586000000045
12594.0,Italy,4705.842699999997
15443.0,United Kingdom,4698.251475000005
12480.0,Germany,4686.695399999994
18097.0,United Kingdom,4685.932213095237
12963.0,United Kingdom,4685.932213095237
14766.0,United Kingdom,4685.932213095237
16905.0,United Kingdom,4670.814129999999
16150.0,United Kingdom,4665.971133333334
13107.0,United Kingdom,4664.750899999998
